,nome,ativo,classes,documento,classe_pred
281,vast,atorvastatina cálcica,"Comprimido Revestido, Antilipêmicos, Venda sob prescrição médica","Vast® (atorvastatina cálcica) comprimidos revestidos é indicado como um adjunto à dieta para o tratamento de pacientes com níveis elevados de colesterol total (CT), lipoproteína de baixa densidade (LDL-C), apolipoproteína B (apo B) e triglicérides (TG), para aumentar os níveis de lipoproteína de alta densidade (HDL-C) em pacientes com hipercolesterolemia primária (hipercolesterolemia heterozigótica familiar e não familiar), hiperlipidemia combinada (mista) (Fredrickson tipos IIa e IIb), níveis elevados de triglicérides séricos (Fredrickson tipo IV) e para pacientes com disbetalipoproteinemia (Fredrickson tipo III) que não respondem de forma adequada à dieta. Vast® (atorvastatina cálcica) também é indicado para a redução do colesterol total e da lipoproteína de baixa densidade em pacientes com hipercolesterolemia familiar homozigótica, quando a resposta à dieta e outras medidas não farmacológicas forem inadequadas. Em pacientes com doença cardiovascular e/ou dislipidemia, Vast® (atorvastatina cálcica) está indicado na síndrome coronária aguda (angina instável e infarto do miocárdio não transmural – sem onda Q) para a prevenção secundária do risco combinado de morte, infarto do miocárdio não fatal, parada cardíaca e re-hospitalização de pacientes com angina do peito. Prevenção de Complicações Cardiovasculares: Em pacientes sem evidência clínica de doença cardiovascular (DCV) e com ou sem dislipidemia, porém com múltiplos fatores de risco para doença coronariana (DAC) como tabagismo, hipertensão, diabetes, baixo nível de HDL-C ou história familiar de doença coronariana precoce, Vast® (atorvastatina cálcica) está indicado para redução do risco de doença coronariana fatal e infarto do miocárdio não fatal, acidente vascular cerebral, procedimentos de revascularização e angina do peito. Em pacientes com doença cardíaca coronariana clinicamente evidente, Vast® (atorvastatina cálcica) é indicado para redução do risco de: infarto do miocárdio não fatal; acidente vascular cerebral fatal e não fatal; procedimentos de revascularização; hospitalização por insuficiência cardíaca congestiva (ICC); angina. Pacientes Pediátricos (10 a 17 anos): Vast® (atorvastatina cálcica) também é indicado como um adjuvante à dieta de redução dos níveis de CT, LDL-C e Apo B em meninas pós-menarca e meninos, entre 10 e 17 anos, com hipercolesterolemia familiar heterozigótica se, após a realização de um teste adequado de terapia dietética, os níveis de LDL-C continuarem ≥ 190 mg/dL ou ≥ 160 mg/dL e houver um histórico familiar positivo para doença cardiovascular (DCV) prematura, ou presença de 2 ou mais fatores de risco cardiovascular no paciente pediátrico.",1
285,hemolenta,cloreto de sódio + sulfato de magnésio heptaidratado,"Solução para Hemodiálise, Produtos para Hemodiálise, Venda sob prescrição médica, Hospitalar","HEMOLENTA é uma solução eletrolítica base para a composição da solução dialisante. Após a aditivação obrigatória da solução de HEMOLENTA com agente tamponante (preferencialmente o bicarbonato), sódio e cálcio (e se necessário, cloreto, magnésio, potássio e/ou glicose), esta solução é utilizada em procedimentos de hemodiálise veno-venosa contínua (CVVHD). Esta terapia é indicada para pacientes com lesão renal aguda, que estão hemodinamicamente instáveis (pacientes acidentados/traumatizados) e não toleram/suportam a hemodiálise convencional, devido ao quadro de hipotensão arterial acentuada e com a necessidade de remoção de grandes quantidades de líquidos em excesso, compostos nitrogenados (ureia e creatinina) e potássio de forma lenta. A concentração do agente tamponante (bicarbonato), sódio e cálcio a ser adicionada à solução de HEMOLENTA, além da concentração de cloreto, magnésio, potássio e/ou glicose a serem adicionados (se necessário), ficará à critério do médico especialista de acordo com o estado clínico de cada paciente, considerando a concentração de HEMOLENTA (antes da aditivação) e a especificação final da solução dialisante.",1
286,solucao-fisiologica-de-ringer-com-lactato,cloreto de sódio+cloreto de potássio+cloreto de cálcio+lactato de sódio,"Solução Injetável, Reidratantes Parenterais, Venda sob prescrição médica, Hospitalar","Indicado para reidratação e restabelecimento do equilíbrio hidroeletrolítico, quando há perda de líquidos e dos íons cloreto, sódio, potássio e cálcio, e para prevenção e tratamento da acidose metabólica.",1
290,olmesartana-medoxomila-hidroclorotiazida,olmesartana medoxomila + hidroclorotiazida,"Comprimido Revestido, Venda sob prescrição médica, Genéricos","Olmesartana medoxomila + hidroclorotiazida) é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",1
291,bedoze,cloridrato de hidroxocobalamina,"Vitaminas, Venda sob prescrição médica, Prescrição Médica, Injetável",Este medicamento é indicado para o tratamento de deficiência da vitamina B12 ou quadros clínicos nos quais a reposição de vitamina B12 seja adequado. Este medicamento é indicado no tratamento de distúrbios metabólicos em pacientes com acidemia metilmalônica com ou sem homocistinúria.,1
243,dicloridrato-de-betaistina,dicloridrato de betaistina,"Comprimido, Antivertiginosos, Venda sob prescrição médica, Genéricos",Este medicamento é indicado para: - Síndrome de Ménière: caracterizada por 3 (três) principais sintomas: · Vertigem (sensação de tontura com mal-estar acompanhado de náusea ou vômito); · Zumbido nos ouvidos; · Perda ou dificuldade de audição; - Sensação de tontura: causada quando uma parte do seu ouvido interno que controla o seu equilíbrio não está funcionando corretamente (chamada “vertigem vestibular”).,1
303,holmes-h,olmesartana medoxomila + hidroclorotiazida,"Comprimido Revestido, Venda sob prescrição médica, Prescrição Médica",Holmes H (olmesartana medoxomila + hidroclorotiazida) é indicado para o tratamento da hipertensão arterial essencial (primária). Essa associação em dose fixa não é indicada para o tratamento inicial.,1
305,indapamida,indapamida,"Comprimido Revestido de Liberação Prolongada, Diuréticos Simples, Venda sob prescrição médica, Genéricos",PARA QUE ESTE MEDICAMENTO É INDICADO? Indapamida é indicado no tratamento da hipertensão arterial essencial.,1
307,holmes,olmesartana medoxomila,"Comprimido Revestido, Anti-hipertensivos, Venda sob prescrição médica, Prescrição Médica",Holmes (olmesartana medoxomila) é indicado para o tratamento da hipertensão essencial (primária). Pode ser usado como monoterapia ou em combinação com outros agentes anti-hipertensivos.,1
311,bissulfato-de-clopidogrel,bissulfato de clopidogrel,"Comprimido Revestido, Venda sob prescrição médica, Genéricos","Bissulfato de clopidogrel é indicado para a prevenção secundária (após a ocorrência) dos eventos aterotrombóticos, como por exemplo, infarto agudo do miocárdio (IM) (infarto do coração), acidente vascular cerebral (AVC) (derrame) e morte vascular em pacientes adultos que apresentaram IM ou AVC recente ou uma condição conhecida como doença arterial periférica (doença nos vasos sanguíneos dos membros). Síndrome Coronária Aguda: nos pacientes com Síndrome Coronária Aguda (SCA) [angina instável (tipo severo de dor no peito) ou IM], incluindo tanto aqueles controlados clinicamente, quanto os submetidos à Intervenção Coronária Percutânea com ou sem colocação de stent (prótese nas artérias do coração).",1
227,versa-hospitalar,enoxaparina sódica,"Solução Injetável, Anticoagulantes, Venda sob prescrição médica, Hospitalar","Versa® (enoxaparina sódica) é indicado no: - tratamento da trombose (oclusão por trombo) de veias profundas já estabelecida com ou sem embolia pulmonar (oclusão de algum vaso no pulmão por trombo que migrou de outra veia); - prevenção de tromboses venosas associadas à cirurgia ortopédica ou à cirurgia geral; - prevenção de tromboses venosas em pacientes acamados, devido a doenças agudas, incluindo insuficiência cardíaca, insuficiência respiratória, infecções graves e doenças reumáticas; - prevenção da coagulação do circuito de circulação extracorpórea durante a hemodiálise; - tratamento da angina instável (dor no peito causada pela diminuição do suprimento de oxigênio no coração) e do infarto agudo do miocárdio sem onda Q (tipo de infarto), quando administrado concomitantemente ao ácido acetilsalicílico.",1
224,heptar,heparina sódica bovina,"Solução Injetável, Anticoagulantes, Venda sob prescrição médica, Hospitalar",Heptar® (heparina sódica bovina) está indicado para o tratamento e profilaxia dos eventos e/ou fenômenos tromboembólicos em pacientes renais crônicos submetidos a hemodiálise.,1
216,pitavastatina-calcica,pitavastatina,"Comprimido Revestido, Antilipêmicos, Venda sob prescrição médica, Genéricos","Este medicamento é indicado como terapia complementar à dieta, para reduzir os níveis elevados de colesterol total, “colesterol ruim” (LDL-C), apolipoproteína B, triglicérides e para aumentar os níveis de “colesterol bom” (HDL-C) em pacientes adultos com excesso de substâncias gordurosas no sangue. Este medicamento só deve ser usado quando a resposta à dieta restrita de gorduras saturadas e colesterol, e outras medidas não farmacológicas forem inadequadas.",1
321,sibus,cloridrato de sibutramina monoidratado,"Cápsula dura, Preparações antiobesidade, excluindo produtos dietéticos, Anoréxicos Simples, Venda sob prescrição médica. O abuso deste medicamento pode causar dependência, Prescrição Médica",Síbus® (cloridrato de sibutramina monoidratado) é indicado como terapia adjuvante como parte de um programa de gerenciamento de peso para pacientes obesos com um índice de massa corpórea (IMC) maior ou igual a 30 kg/m2.,1
211,ferrovitan,"Colina, Ferro, Zinco, Cobre, Selênio, Vitamina A, Ácido fólico, Vitamina D","Vitaminas, Isento de Prescrição",Suplemento vitamínico/mineral elaborado para auxiliar no bom funcionamento do organismo de crianças com idade acima de 6 meses até 10 anos.,1
209,altad-caps,colecalciferol,"Cápsula mole, Venda sob prescrição médica, Prescrição Médica","ALTAD CAPS (colecalciferol) é um medicamento à base de vitamina D3 (colecalciferol) indicado para prevenção e tratamento auxiliar na desmineralização óssea pré e pós-menopausa, na prevenção da formação inadequada dos ossos (raquitismo), em casos de osteomalácia e osteoporose e na prevenção no risco de quedas e fraturas.",1
327,turno-1,hemitartarato de zolpidem,"Comprimido Revestido, Hipnóticos, Venda sob prescrição médica, Prescrição Médica","Turno®️ (hemitartarato de zolpidem) é destinado ao tratamento de curta duração da insônia (dificuldade para dormir) que pode ser ocasional (eventual), transitória (passageira) ou crônica (que dura há muito tempo).",1
328,plaq,bissulfato de clopidogrel,"Comprimido Revestido, Venda sob prescrição médica, Prescrição Médica","Plaq® (bissulfato de clopidogrel) é indicado para a prevenção secundária dos eventos aterotrombóticos [infarto agudo do miocárdio (IAM), acidente vascular cerebral (AVC) e morte vascular] em pacientes adultos que apresentaram IAM ou AVC recente ou doença arterial periférica estabelecida. Síndrome Coronária Aguda (SCA): Nos pacientes com SCA sem elevação do segmento ST (angina instável ou IAM sem onda Q), incluindo tanto aqueles controlados clinicamente, quanto os submetidos à Intervenção Coronária Percutânea (ICP) (com ou sem colocação de stent), Plaq® (bissulfato de clopidogrel) demonstrou uma redução na taxa de ocorrência do desfecho combinado de morte cardiovascular, IM ou AVC, assim como na taxa de ocorrência do desfecho combinado de morte cardiovascular, IM, AVC ou isquemia refratária. Para os pacientes com IM com elevação do segmento ST, clopidogrel mostrou reduzir a relação de morte por qualquer causa e a relação do desfecho combinado de morte, reinfarto ou AVC. Plaq® (bissulfato de clopidogrel) 75 mg é indicado em adultos para a prevenção de eventos aterotrombóticos e tromboembólicos em: Fibrilação atrial Em pacientes com fibrilação atrial (FA) que possuem pelo menos um fator de risco para eventos vasculares e que não podem fazer uso de terapia com antagonistas da vitamina K (AVK) [ex. risco específico de hemorragia, avaliação médica de que o paciente é incapaz de cumprir com o monitoramento pela RNI (razão normalizada internacional) ou que o uso de AVK é inapropriado], Plaq® (bissulfato de clopidogrel) é indicado em combinação com o ácido acetilsalicílico (AAS) na prevenção de eventos aterotrombóticos e tromboembólicos, incluindo acidente vascular cerebral (AVC). Plaq® (bissulfato de clopidogrel) em combinação com AAS demonstrou reduzir a taxa do desfecho combinado de AVC, infarto do miocárdio (IM), embolismo sistêmico fora do sistema nervoso central, ou morte vascular, basicamente devido à redução de AVC (vide item 2. RESULTADOS DE EFICÁCIA). Em pacientes com fibrilação atrial com risco aumentado para eventos vasculares, que podem fazer uso de terapia com AVK, estes demonstraram ter um benefício clínico melhor que o AAS isoladamente ou em combinação com clopidogrel na redução de AVC.",1
